Company Name,Ticker,Zacks Rank,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %
"Columbia Banking System","COLB","3","8458.78","29.9","2815838","-.7","-2.42","-6.53","61.11","-5.69","8.35","32.93","33.61","24.07","189","Finance","Banks - West","19.96"
"Americold Realty Trust","COLD","3","4205.13","14.73","3597586","-1.6","-2.51","-8.57","75.2",".98","-2.43","-17.44","16.25","10.12","156","Finance","REIT and Equity Trust - Other","-17.44"
"Collegium Pharmaceutical","COLL","4","750.08","23.04","909475","1.01","-15.76","-35.96","4.29","-56.13","23.62","38.63","49.84","21.84","165","Medical","Medical - Drugs","5.93"
"Columbia Sportswear","COLM","3","2901.22","56.73","642716","-1.63","-5.58","-7.97","41.26","-9.21",".85","5.38","67.79","48.96","180","Consumer Discretionary","Textile - Apparel","6.05"
"Compass","COMP","3","7673.7","10.13","12424087","-4.88","-12.29","-15.58","50","-15.51","23.67",".63","13.58","6.68","85","Computer and Technology","Internet - Software",".63"
"Concentra Group Holdings Parent, Inc.","CON","1","4433.79","34.77","903056","-2.9","-.63","16.8","90.94","55.76","13.85","8.93","36.37","18.71","78","Medical","Medical Services","8.69"
"The Cooper Companies","COO","5","10291.2","54.12","4304864","-.18","-28.6","-24.19","2.74","-41.79","5.06","21.34","84.32","53.27","106","Medical","Medical - Dental Supplies","13.46"
"ConocoPhillips","COP","3","153206.58","127.53","6550987","-6.69","-4.36","22.39","75.36","20.11","8.07","14.62","141.22","85.66","184","Oils-Energy","Oil and Gas - Integrated - United States","14.22"
"Cencora, Inc.","COR","3","60394.89","316.49","1204302","-2.99","-2.25","12.37","52.25","-17.39","9.31","1.01","374.75","252.74","78","Medical","Medical Services",".79"
"Corcept Therapeutics","CORT","3","12297.27","113.76","1692699","1.75","-7.69","29.43","89.27","188.2","12.79","6.52","123.57","32.15","165","Medical","Medical - Drugs","6.52"
"Core Scientific, Inc.","CORZ","3","5899.81","18.36","10857746","8.25","6.31","-29.22","30.73","11.17","-37.53","-71.01","29.16","13.57","102","Finance","Financial - Miscellaneous Services","-325.5"
"Costco Wholesale","COST","3","398456.84","898.48","1976938","-2.22","-7.51","-5.09","19.84","-8.14","8.17","2.99","1094.32","850","28","Retail-Wholesale","Retail - Discount Stores","3.01"
"Coty","COTY","3","2210.52","2.51","5490063","-7.72","-10.04","28.06","25.39","-28.15","-1.46","3.42","4.45","1.85","225","Consumer Staples","Cosmetics","-10.42"
"Coursera","COUR","3","1364.3","5.16","4575926","-4.8","-14.29","-9.15","1.71","-38.19","9.04","9.1","12.07","5.04","156","Business Services","Technology Services","-15.39"
"Canadian Pacific Kansas City Limited","CP","3","76252.54","86.81","1841453","-3.3","-8.31","-.12","64.47","3.94","1.64","27.5","96.69","68.88","64","Transportation","Transportation - Rail","25.02"
"Corpay, Inc.","CPAY","3","26081.31","397.22","407667","-3.72","-4.03","18.45","83.54","16.37","13.93","33.67","425.24","255","184","Business Services","Financial Transaction Services","22.72"
"The Campbell's Company","CPB","5","5943.25","19.93","8275570","-6.21","-17.51","-13.39","NA","-36.96","-4.96","6.69","33.75","19.93","210","Consumer Staples","Food - Miscellaneous","4.04"
"Coupang","CPNG","4","26279.62","14.62","15444176","-3.24","-11.07","-16.84","1.73","-45.36","14.09","-1.01","33.42","14.29","153","Retail-Wholesale","Internet - Commerce","-2.16"
"Capri Holdings","CPRI","3","1626.35","14.31","5543508","1.06","4.61","-24.68","10.7","-48.3","-21.79","5.72","27.66","12.71","101","Retail-Wholesale","Retail - Apparel and Shoes","4.44"
"Copart","CPRT","3","26765.21","28.91","9540288","-8.89","-13.08","2.88","9.31","-34.9",".41","31.81","45.85","27.17","50","Business Services","Auction and Valuation Services","31.81"
"Camden Property Trust","CPT","3","9935.3","98.82","943372","-4.83","-9.46","-15.35","9.02","-20.86","1.92","20.8","117.58","96.96","106","Finance","REIT and Equity Trust - Residential","20.8"
"Crane Company","CR","3","11499.96","198.96","395355","-.15","-3.57","-9.69","58.1","-4.89","8.16","14.97","226.44","160.86","85","Industrial Products","Manufacturing - General Industrial ","12.97"
"Corebridge Financial, Inc.","CRBG","3","15512.88","34.8","3644404","NA","8.89","20.67","98.27","1.69","4.52","10.61","35.02","22.3","89","Finance","Insurance - Multi line","4.37"
"California Resources","CRC","3","4686.14","52.76","842615","-5.43",".78",".3","34.65","4.04","14.73","8.68","70.13","43.55","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","-3.79"
"Circle Internet Group, Inc.","CRCL","3","23988.73","94.49","15578592","-3.01","7.72","24.39","44.15","5.05","63.86","15.53","150.48","50.23","102","Finance","Financial - Miscellaneous Services","15.53"
"Cricut","CRCT","1","1183.36","5.65","661461","NA","NA","27.25","61.61",".63","-.53","12.71","6.84","3.74","156","Business Services","Technology Services","12.71"
"Credo Technology Group","CRDO","3","35197.76","187.27","8541428","24.77","-15.88","-23.78","46.32","14.74","205.68","50.25","302.52","87.81","47","Computer and Technology","Electronics - Semiconductors","33.83"
"Crescent Energy Company","CRGY","3","4381.15","13.26","6199967","-9.12","-4.26","32.6","72.31","39.34","22.14","15.24","15.37","7.75","92","Oils-Energy","Alternative Energy - Other","1.27"
"CRH","CRH","3","57972.89","87.14","4413758","-2.07","-9.03","-19.96","2.19","-38.44","5.27","10.04","131.38","86.15","168","Construction","Building Products - Miscellaneous","9.93"
"Carter's","CRI","1","1126.67","30.69","1505115",".62","-10.6","-26.6","19.1","-16.57","1.91","4.02","44.37","27.46","206","Consumer Discretionary","Shoes and Retail Apparel ","6.55"
"Comstock Resources","CRK","4","3822.94","13.02","2850660","-8.95","-8.82","-8.25","4.27","-50.48","77.12","5.58","27.37","12.38","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","23.31"
"Charles River Laboratories International","CRL","2","13319.62","279.01","856887","2.16","-6.55","23.69","87.21","23.31","-.85","12.18","298.58","145.57","78","Medical","Medical Services","-5.96"
"Salesforce, Inc.","CRM","3","194573.66","236.42","16351640","-8.87","13.09","49.7","74.33","-21.32","9.58","33.9","266.23","150.12","85","Computer and Technology","Internet - Software","21.99"
"CorMedix","CRMD","2","605.63","7.77","853047","-1.52","-6.16","1.7","23.46","-41.1","617.03","36.76","12.73","6.25","165","Medical","Medical - Biomedical and Genetics","40.49"
"Cerence","CRNC","4","368.63","8.15","603104","-2.4","7.66","-24.89","29.84","-32.79","-24.05","19.98","13.3","5.96","102","Computer and Technology","Computers - IT Services","-4.97"
"Cronos Group","CRON","2","1227.25","3.33","990677","2.94","-2.35","16.84","82.4","11.63","24.63","22.9","3.55","2.3","165","Medical","Medical - Drugs","39.08"
"Crocs","CROX","3","5930.33","123.69","1063573","10.94","-1.71","-1.31","74.19","27.51","-1.5","16.1","141.19","73.39","180","Consumer Discretionary","Textile - Apparel","14.64"
"Carpenter Technology","CRS","3","19967.15","402.9","808549","-4.16","-15.55","-33.63","44.07","12.82","8.59","17.34","619.25","232.4","227","Basic Materials","Steel - Speciality","16.96"
"Corsair Gaming","CRSR","2","1462.55","13.52","1084609","3.76","23.92","46.16","91.5","100.67","11.86","7.42","14.35","4.58","156","Consumer Discretionary","Gaming","2.36"
"Cirrus Logic","CRUS","5","6013.1","119.98","959777","3.13","7.47","-18.02","16.33","-10.74","5.34","24.64","178.9","108.48","47","Computer and Technology","Electronics - Semiconductors","21"
"CrowdStrike","CRWD","4","255318.17","249.35","12605212","5.94","30.77","34.26","100","87.59","21.71","21.14","249.35","87.56","50","Computer and Technology","Security",".7"
"CoreWeave Inc.","CRWV","3","39201.41","85.43","25763476","2.95","-.95","-10.55","29.92","5.18","167.94","-19.51","143.08","60.82","85","Computer and Technology","Internet - Software","-25.41"
"Cisco Systems","CSCO","2","439440.72","111.46","14784398","1.27","1.12","-5.3","70.47","27.57","11.77","27.24","130","67.22","79","Computer and Technology","Computer - Networking","20.95"
"CoStar Group","CSGP","3","11766.94","29.04","7147318","-7.87","-11.57","-.95","3.06","-61.92","18.67","12.65","89.26","27.14","102","Computer and Technology","Computers - IT Services","2.08"
"Canadian Solar","CSIQ","4","799.15","11.77","1985489","-9.11","-17.81","-20.26","1.93","-56.35","-6.65","-4.43","33.58","11.34","234","Oils-Energy","Solar","-3.73"
"Carlisle Companies","CSL","3","12623.14","317.85","662007","-3.07","-12.32","-16.02","18.19","-12.39",".33","16.47","418.74","295.41","39","Conglomerates","Diversified Operations","14.21"
"Centerspace","CSR","5","929.89","55.37","352019","-5.54","1.41","-2.65","18.06","-26.84","4.86","7.97","68.89","52.39","106","Finance","REIT and Equity Trust - Residential","7.97"
"Castle Biosciences","CSTL","2","1068.93","34.99","313920","4.64","4.54","43.87","67.66","-20.7","3.66","-5.43","43.04","18.15","165","Medical","Medical - Biomedical and Genetics","-5.43"
"Constellium","CSTM","1","3455.96","25.5","1323863",".83","-4.24","-18.16","51.01","19.26","15.19","5.69","36.15","14.41","44","Industrial Products","Metal Products - Distribution","5.69"
"Capital Southwest","CSWC","3","1493.92","23.44","597384","-2.94","-7.28","-.34","65.08","-6.7","13.53","58.71","25.57","19.47","168","Finance","Financial - Investment Management","46.68"
"CSX","CSX","3","85195.32","45.99","9835960","-5.97","-10.6","-4.21","64.25","11.85","-3.08","23.06","53.23","32.98","64","Transportation","Transportation - Rail","22.21"
"Cintas","CTAS","3","78890.04","196.88","1755370","-1.96","-5.07","16.44","62.91","-7.71","8.94","17.86","216.53","163.55","180","Consumer Discretionary","Textile - Apparel","17.75"
"Cytek Biosciences","CTKB","4","686.31","5.28","989738","9.32","18.92","21.66","76.24","-7.82",".52","-11.84","5.88","3.36","165","Medical","Medical - Biomedical and Genetics","-38.98"
"CytomX Therapeutics","CTMX","3","601.4","2.76","3928222","-13.75","-16.11","-26.2","16.35","-42.88","-44.82","-435.22","6.75","1.98","165","Medical","Medical - Biomedical and Genetics","-435.22"
"CTO Realty Growth","CTO","3","762.08","20.33","379219","-2.54","-7.59","-7.3","69.74","-2.64","20.1","32.63","22.53","15.26","156","Finance","REIT and Equity Trust - Other","32.63"
"Custom Truck One Source","CTOS","2","2134","9.38","912746","6.47","-3.99","-21.51","60.94","43.57","7.86","1.05","11.97","5.34","102","Auto-Tires-Trucks","Automotive - Original Equipment","1.05"
"CareTrust REIT","CTRE","3","8903.53","37.68","2009999","-1.13","-4.97","-6.89","45.52","-8.13","60.79","62.19","43.4","32.9","156","Finance","REIT and Equity Trust - Other","62.19"
"Centuri Holdings, Inc.","CTRI","3","2053.59","20.34","1496601","3.93","-2.16","-33.36","5.59","-28.98","13.1","1.63","41.8","19.07","153","Utilities","Utility - Electric Power",".86"
"Cognizant Technology Solutions","CTSH","3","26747.38","59.38","6034157","-7.36","-4.53","53.28","43.05","-36.93","6.95","12.16","86.7","38.73","102","Computer and Technology","Computers - IT Services","10.26"
"Corteva","CTVA","3","52781.88","79.11","4632576","-4.16","-4.47","-5.11","61.37","4.05","2.92","14.27","90.51","61","168","Consumer Staples","Agriculture - Operations","5.66"
"CubeSmart","CUBE","3","8943.45","39.72","2393167","NA","-2.91","-2.41","61.06","-2.86","20.88","29.41","42.5","35.36","156","Finance","REIT and Equity Trust - Other","29.41"
"Cue Biopharma","CUE","3","205.37","28.27","329245","-7.46","21.96","-7.1","70.58","171.76","195.75","-261.82","37.84","5.32","165","Medical","Medical - Biomedical and Genetics","-435.83"
"Curbline Properties Corp.","CURB","2","3296.99","28.66","1455897","-1.44","-3.76","-8.35","67.3","8.86","51.3","13.1","31.75","22.3","184","Finance","REIT and Equity Trust - Retail","13.1"
"CuriosityStream","CURI","2","168.52","2.84","842107","1.79","NA","5.58","16.01","-34.11","40.14",".03","5.41","2.35","27","Consumer Discretionary","Film and Television Production and Distribution",".03"
"Torrid Holdings","CURV","3","231.35","2.32","473267","4.04","7.41","29.61","75.9","109.05","-9.39","-1.87","2.75",".97","101","Retail-Wholesale","Retail - Apparel and Shoes","-.94"
"Cousins Properties","CUZ","3","4717.5","28.66","1261105","2.54","-4.5","-4.94","66.79","-1.99","16",".63","32.3","21.34","156","Finance","REIT and Equity Trust - Other",".62"
"CVB Financial","CVBF","3","3947.62","22.43","1201082","-1.41","-.04",".13","83.43","6.32","-5.28","40.37","23.3","18.05","189","Finance","Banks - West","29.02"
"Cenovus Energy","CVE","3","58163.39","31.57","6322887","-5.11","-1.87","26.33","87","64.5","-10.22","12.37","33.92","15.85","106","Oils-Energy","Oil and Gas - Integrated - Canadian","12.37"
"CVR Energy","CVI","3","5343.17","53.15","1137072","9.29","39.76","89.15","97.04","84.19","-5.89","-1.53","54.14","20.72","20","Oils-Energy","Oil and Gas - Refining and Marketing",".81"
"CommVault Systems","CVLT","3","6039.3","145.72","506673","3.93","11.13","1.07","58.67","2.48","18.89","17.1","195.41","75.18","156","Computer and Technology","Computer - Software","5.62"
"Carvana","CVNA","3","73929.16","67.18","6267306","-5.21","-7.12","5.43","27.7","-29.83","48.63","6.26","95.69","56.26","153","Retail-Wholesale","Internet - Commerce","6.26"
"CVS Health","CVS","3","112037.8","87.6","6363909","-8.32","-6.92","-15.43","43.24","-2.68","7.85","2.42","110.6","70.08","78","Medical","Medical Services","1.18"
"Covista Inc.","CVSA","3","4281.74","125.79","321763",".24","-5.25","1.57","55.97","7.18","9.27","15.08","154.45","89.36","203","Consumer Discretionary","Schools","12.87"
"Chevron","CVX","3","402405.31","203.67","9563660","-4.01",".29","20.89","80.15","17.81","-6.79","9.95","217.77","146.75","77","Oils-Energy","Oil and Gas - Integrated - International","9.57"
"CurtissWright","CW","3","20979.5","568.02","387235","3.05","-7.63","-22.97","20.14","-9.16","12.08","14.67","792.77","511.34","43","Aerospace","Aerospace - Defense Equipment","14.81"
"Clearway Energy","CWEN","3","6340.94","30.89","1210925","1.98","-4.31","-12.19","21.32","-18.12","4.23","5.78","41.26","28.08","92","Oils-Energy","Alternative Energy - Other","5.78"
"Camping World","CWH","4","566.06","5.48","1637248","-10.75","-14.64","-31.59","NA","-50.35","4.41",".38","17.51","5.48","102","Auto-Tires-Trucks","Automotive - Original Equipment","-1.55"
"Cushman & Wakefield","CWK","3","3027.81","12.9","1616328","1.57","-11.89","-6.11","20.37","-29.75","8.91","2.9","17.2","11.8","206","Finance","Real Estate - Operations",".64"
"Casella Waste Systems","CWST","3","5539.87","87.05","447614","-4.29","-8.16","-7.67","37.32","-21.64","17.95","4.27","107.34","74.97","156","Business Services","Waste Removal Services",".29"
"California Water Service Group","CWT","3","2922.52","47.26","474108","-2.01","-7.06","-3.37","49.22","-3.84","-3.54","12.63","52.44","42.24","197","Utilities","Utility - Water Supply","12.63"
"Cemex","CX","3","14516.76","10.02","5181773","-4.11","-9.16","-17.46","24.25","-23.12","-.42","3.02","13.55","8.89","225","Construction","Building Products - Concrete and Aggregates","2.83"
"Sprinklr","CXM","3","1251.4","5.39","4330967","-6.91","-27.46","3.85","16.32","-38.92","7.64","13.05","8.21","4.84","156","Business Services","Technology Services","2.65"
"Crane NXT, Co.","CXT","3","2634.58","45.77","493559","-8.11","-8.09","-6.86","29.41","-14.27","11.43","13.68","68.91","36.13","156","Business Services","Technology Services","7.78"
"CoreCivic","CXW","NA","3205.14","32.41","1804782","-5.32","-4.23","7","83.87","49.52","12.72","5.3","35.54","16.13","156","Finance","REIT and Equity Trust - Other","5.15"
"Community Health Systems","CYH","3","407.52","2.89","1148056","-2.03","-3.99","-14.75","20.83","-18.34","-1.18",".67","4.41","2.49","106","Medical","Medical - Hospital","2.1"
"CryoPort","CYRX","2","892.44","17.62","489024","10.4","7.83","8.23","100","61.81","-22.86","-17.65","17.62","7.72","78","Medical","Medical Services","-20.05"
"Caesars Entertainment","CZR","4","6042.08","29.65","3329105","-.1","-.03","-.57","93.81","11.76","2.14","-2.43","30.41","18.14","181","Consumer Discretionary","Leisure and Recreation Services","-3.99"
"Dominion Energy","D","3","55251.82","62.82","4503157","-2.54","-5.69","-9.19","39.29","-5.47","14.16","17.06","71.69","57.08","153","Utilities","Utility - Electric Power","13.98"
"Daktronics","DAKT","2","849.32","17.66","770998","-1.4","-7.05","-12.53","3.73","-21.25","10.87","6.39","27.73","17.27","47","Computer and Technology","Electronics - Miscellaneous Products","5.66"
"Delta Air Lines","DAL","4","54253.9","82.5","6319681","3.38",".02","-11.45","70.64","4.8","2.79","5.55","93.66","55.65","233","Transportation","Transportation - Airline","5.79"
"Dana","DAN","3","3226.23","29.99","1352511","-1.02","-.53","13.26","57.02","11.28","-27.07",".8","38.93","18.13","102","Auto-Tires-Trucks","Automotive - Original Equipment","14.55"
"Darling Ingredients","DAR","3","9982.61","63.26","2328244","-2.56","1.51","19.02","86.78","54.92","7.36","9.83","68.34","29.91","210","Consumer Staples","Food - Miscellaneous","9.13"
"DoorDash","DASH","3","83985.7","193.83","3568645","-4.77","-15.38","4.88","34.95","-24.55","27.93","5.29","281.74","146.6","165","Computer and Technology","Internet - Services","5.29"
"DAVE INC","DAVE","3","4472.72","350.65","309910","-4.14","-1.17","-5.64","67.94","39.62","59.67","34.74","442.53","155.92","156","Business Services","Technology Services","34.58"
"Deutsche Bank","DB","3","74205","38.25","1755888","-2.84","-.44","13.13","74.9","-12.55","-4.17","21.08","41.56","28.37","62","Finance","Banks - Foreign","11.53"
"Designer Brands","DBI","2","317.99","6.22","765811","-4.75","6.32","3.15","51.26","-26.2","-3.87",".94","9.11","3.18","101","Retail-Wholesale","Retail - Apparel and Shoes",".59"
"Deutsche Boerse","DBOEY","3","57782.19","32.05","315191","-1.26","-3.9","18","82.9","7.48","-10.63","35.24","33.82","23.47","72","Finance","Securities and Exchanges","33.04"
"DigitalBridge Group","DBRG","NA","2984.93","15.92","4333699",".06","-.38",".76","99.12","-8.5","64.13","20.01","15.98","9.17","168","Finance","Financial - Investment Management","49.79"
"Dropbox","DBX","4","8127.79","36.01","3901668","-3.48","3.24","31.42","88.97","14.2","-1.07","28.48","37.74","22.06","165","Computer and Technology","Internet - Services","17.49"
"Dauch Corporation","DCH","3","1404.24","5.91","2534943","-5.44","-8.51","14.76","20.97","-18.72","-4.71","2.12","9","5.09","102","Auto-Tires-Trucks","Automotive - Original Equipment","-2.01"
"Donaldson","DCI","3","9976.46","86.07","710776","-2.12","-6.88","-2.64","20.17","-14.41","5.28","12.09","110.57","79.88","190","Industrial Products","Pollution Control","11.68"
"Delcath Systems","DCTH","1","559","16.11","375801","-2.01","-3.82","24.4","86.37","40.62","129.08",".56","17.36","8.19","95","Medical","Medical - Instruments",".56"
"DuPont de Nemours","DD","3","17527.23","129.79","1185643","4.43","-5.03","-4.38","18.05","-5.13","-44.7","13.72","246.51","104.08","153","Basic Materials","Chemical - Diversified ",".67"
"3D Systems","DDD","3","578.19","3.48","2179460","8.41","11.54","21.68","81.04","73.33","-12.09","-8.46","3.88","1.77","106","Industrial Products","Commercial Printing","-14.15"
"Datadog","DDOG","3","87991.34","245.05","3539832","6.52","8.54","-1.42","76.77","58.87","27.68","22.02","288.15","102.61","85","Computer and Technology","Internet - Software","4.48"
"Deere & Company","DE","3","184620.59","684.73","1231445",".48","5.56","9.27","94.74","29.66","-11.66","11.78","698.37","439.11","106","Industrial Products","Manufacturing - Farm Equipment","10.16"
"Easterly Government Properties","DEA","3","1104.01","23.33","328675","-2.14","-6.53","-7.27","54.63","-2.93","11.27","2.86","25.63","20.56","156","Finance","REIT and Equity Trust - Other","2.86"
"Deckers Outdoor","DECK","3","10929.55","80.23","3240830","-.38","-12.87","-20.78","6.26","-31.77","9.76","18.54","120.94","77.51","101","Retail-Wholesale","Retail - Apparel and Shoes","18.54"
"Douglas Emmett","DEI","4","1743.52","10.41","1658369","-1.51","-12.89","-11.93","17.06","-16.49","1.77","-2.27","16.39","9.18","156","Finance","REIT and Equity Trust - Other","-2.27"
"Dell Technologies","DELL","1","365789.44","575.31","10202287","7.68","32.81","38.76","97.26","302.93","18.8","8.04","588.4","111.07","44","Computer and Technology","Computer - Micro Computers","7.53"
"Dream Finders Homes","DFH","NA","1034.25","11.4","799842","-10.24","-22.76","-34.48",".29","-41.23","-2.89","3.55","28.43","11.35","236","Construction","Building Products - Home Builders","3.55"
"Dollar General","DG","3","26895.39","121.91","2771389","-5.62","-2.73","3.74","43.07","-19.05","5.2","3.78","156.24","95.94","28","Retail-Wholesale","Retail - Discount Stores","3.9"
"Digi International","DGII","2","2760.35","72.74","333018","9.14","-1.6","-.67","74.94","48.14","1.46","18.9","85.24","35.37","79","Computer and Technology","Computer - Networking","9.63"
"Quest Diagnostics","DGX","3","27028.23","244.88","944273","2.94",".41","15.16","96.53","24.41","11.78","10.37","247.45","173.49","71","Medical","Medical - Outpatient and Home Healthcare","9.18"
"Digi Power X Inc.","DGXX","NA","442.09","4.36","2015611","16.89","9","-19.11","37.6","50.74","-7.61","-122.01","8.46","1.89","156","Business Services","Technology Services","-116.79"
"Diversified Healthcare Trust","DHC","3","1966.09","8.12","1666288","5.73","1.5","-15.51","72.81","47.6","2.84","-17.73","9.64","4.05","156","Finance","REIT and Equity Trust - Other","-17.73"
"D.R. Horton","DHI","4","38948.41","139.25","2401416","-.11","-6.52","-15.21","15.84","-14.76","-6.93","9.15","174.95","132.53","236","Construction","Building Products - Home Builders","9.15"
"Danaher","DHR","3","151732.5","215.84","3453460","6.19",".34","11.96","67.29","-16.88","2.9","23","242.05","161.91","78","Medical","Medical Services","15.95"
"DHT","DHT","NA","3615.39","22.45","3697605","1.35","13.84","31.44","93.21","62.1","-12.83","77.38","23.27","11.2","59","Transportation","Transportation - Shipping","65.52"
"DHI Group","DHX","2","205.4","4.73","300343","-1.46","12.09","24.15","92.55","169.04","-9.93","12.34","4.99","1.5","221","Computer and Technology","Internet - Content",".97"
"DiDi Global","DIDIY","3","16775.58","3.68","2080126","3.08","-2.13","9.85","9.57","-38.55","9.63",".86","6.8","3.35","78","Medical","Medical Services",".31"
"Dine Brands Global","DIN","3","359.65","28.41","300660","-2.07","-21.35","-21.84","34.18","-22.07","8.25","6.15","38.81","23.01","175","Retail-Wholesale","Retail - Restaurants",".75"
"HF Sinclair","DINO","1","19430","109.29","2476968","2.23","14.82","54.34","89.64","109.1","-5.99","5.66","116.62","45.88","20","Oils-Energy","Oil and Gas - Refining and Marketing","6.13"
"Diodes","DIOD","2","4178.27","90.73","517366",".47","1.09","-12.68","60.16","62.12","13.04","5.21","122.76","42.36","47","Computer and Technology","Electronics - Semiconductors","5.27"
"Disney","DIS","3","179972.58","104.23","7736023","-4.02","-5.77","5.68","48.74","-19.23","3.35","11.53","116.65","92.42","181","Consumer Discretionary","Media Conglomerates","8.7"
"Delek US Holdings","DK","1","4553.84","74.37","2309725","-.13","9.24","44.18","86.92","121.06","-9.53","3.88","81.55","26.68","20","Oils-Energy","Oil and Gas - Refining and Marketing","1.86"
"Daikin Industries","DKILY","3","38808.16","13.24","444484","-1.05","1.85","-13.01","40.28","-8.45","6.75","5.34","16.25","11.21","47","Computer and Technology","Electronics - Miscellaneous Products","5.24"
"DraftKings","DKNG","3","10907.09","21.97","10122263","-11.59","-15.4","-14.85","5.41","-43.79","26.99","3.57","43.84","20.72","156","Consumer Discretionary","Gaming","-2.68"
"DICK'S Sporting Goods","DKS","5","10993.99","123.63","5818833","-5.46","-31.06","-46.79","2.1","-44.94","28.06","5.09","239.17","121.15","92","Retail-Wholesale","Retail - Miscellaneous","3.97"
"Dolby Laboratories","DLB","3","5370.03","57.33","1016356","-7.4","-13.2","10","36.51","-21.3","5.92","29.18","72.67","48.51","210","Consumer Discretionary","Audio Video Production","16.7"
"DLocal Limited","DLO","3","4220.48","14.31","1660134","-3.57","-5.36","11.36","68.46","-10.78","46.6","16.65","15.83","11.01","184","Business Services","Financial Transaction Services","15.04"
"Digital Realty Trust","DLR","3","69128.2","186.33","2068633","4.01","-1.18","-2.23","68.6","6.18","10.04","11.8","203.91","147.93","156","Finance","REIT and Equity Trust - Other","11.8"
"Dollar Tree","DLTR","2","21076.51","112.33","3024445","-5.74","-17.86","-8.39","48.58","-19.49","10.43","6.81","141.21","85.04","28","Retail-Wholesale","Retail - Discount Stores","8.03"
"Deluxe","DLX","3","1075.33","23.45","417495","-1.43","-2.62","-2.29","39.56","-7.42",".54","8.65","31.9","17.92","106","Business Services","Business - Office Products","4.91"
"Del Monte Corporation","DMC","NA","1464.36","31.06","438039","-1.49","-2.91","8.64","25.81","-23.15",".98","3.03","43.02","26.9","210","Consumer Staples","Food - Miscellaneous",".79"
"Ginkgo Bioworks","DNA","3","537.38","7.98","1127090","13.84","17.7","-21.84","23.45","-15.34","-25.06","-260.22","16.14","5.48","165","Medical","Medical - Biomedical and Genetics","-259.96"
"DNOW INC","DNOW","3","2814.84","15.57","2145146","-.45",".65","18.67","77.39","3.6","18.84","1.84","16.87","11.12","85","Industrial Products","Manufacturing - General Industrial ","-4.58"
"Krispy Kreme","DNUT","5","518.92","3.01","2056084","-5.94","-16.62","-13.26","5.06","-33.99","-8.57",".23","4.7","2.92","178","Consumer Staples","Consumer Products - Staples","-6.16"
"Healthpeak Properties, Inc.","DOC","3","14287","20.72","4443892","1.72","-4.21","-5.26","70.17","13.6","4.52","8.24","22.82","15.78","156","Finance","REIT and Equity Trust - Other","8.24"
"DigitalOcean","DOCN","3","15253.87","146.16","2654885","21.59","31.04","-2.47","76.12","167.78","15.48","20.5","181.29","34.16","85","Computer and Technology","Internet - Software","23.26"
"Doximity","DOCS","3","4784.12","26.84","2551582","1.71","6.09","30.35","15.46","-46.56","13.05","43.6","75.12","18.01","82","Medical","Medical Info Systems","25.48"
"Docusign","DOCU","3","12815.9","68.57","3732922","-1.71","9.61","52.24","62","-11.62","8.16","25.49","85.01","41.75","85","Computer and Technology","Internet - Software","9.82"
"Dole","DOLE","3","1227.96","13","1050296","-1.81","-3.42","-6.41","8.67","-23.54","8.23","1.09","16.37","12.68","168","Consumer Staples","Agriculture - Operations",".63"
"Domo","DOMO","2","167.96","3.72","1351135","-5.1","-1.06","30.53","10.62","-61.1",".57","-16.23","18.2","2","85","Computer and Technology","Internet - Software","-13.37"
"BRP","DOO","3","4138.1","58.16","316483","-4.17","-8.8","-6.59","23.54","-27.54","11.54","4.35","81.64","50.93","102","Auto-Tires-Trucks","Automotive - Original Equipment","1.24"
"Douglas Elliman Inc.","DOUG","NA","145.43","1.6","453265","-8.05","-17.95","-11.11","2.58","-40.48","3.76","-3.01","3.11","1.56","206","Finance","Real Estate - Operations","2.47"
"Dover","DOV","2","25062.64","186.09","1294177","-1.62","-8.61","-16.92","34.55","-15.97","4.48","16.46","233.31","161.16","85","Industrial Products","Manufacturing - General Industrial ","13.48"
"Dow","DOW","3","20420.57","28.27","8453115","-2.18","-10.08","1.25","35.91","6.6","-6.97","1.4","41.87","20.65","153","Basic Materials","Chemical - Diversified ","-3.13"
"Amdocs","DOX","3","6420.84","59.48","982443","-5.84","-4.22","15.61","26.98","-34.87","-9.43","16.85","85.49","49.87","102","Computer and Technology","Computers - IT Services","9.75"
"Domino's Pizza","DPZ","3","9790.21","295.94","838769","-8.6","-15.21",".64","8.31","-37.41","4.96","11.86","438.42","283.03","175","Retail-Wholesale","Retail - Restaurants","11.86"
"DAQO New Energy","DQ","5","811.99","12","830796","4.26","-16.84","-8.05","3.03","-64.14","-35.34","-34.5","35.69","11.26","234","Oils-Energy","Solar","-34.5"
"DiamondRock Hospitality","DRH","2","2510.51","12.27","2723155","-.41","-3.69",".08","81.12","20.73","-.83","13.52","13.38","7.5","156","Finance","REIT and Equity Trust - Other","13.52"
