Company Name,Ticker,Zacks Rank,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %
"Main Street Capital","MAIN","3","5262.66","56.28","422023","-.16","-4.48","9.15","40.3","-17.84","4.69","62.51","66.13","49.63","91","Finance","Financial - SBIC & Commercial Industry","78.49"
"Mama's Creations, Inc.","MAMA","4","636.49","13.5","830918","-9.27","-18.18","-34.63","32.67","-11.77","39.23","3.91","20.65","10.03","210","Consumer Staples","Food - Miscellaneous","3.53"
"ManpowerGroup","MAN","4","2629.89","56.55","717010","-2.53","-7.88","57.43","82.8","67.69",".58",".82","62.95","25.75","188","Business Services","Staffing Firms",".56"
"Manhattan Associates","MANH","3","12206.15","209.35","617231","-1.04","-1.8","51.59","85.99","6.5","3.75","27.72","223.76","120.88","156","Computer and Technology","Computer - Software","18.67"
"Manchester United","MANU","NA","3519.27","20.41","335323","1.14","-13.88","-11.68","58.42","13.03","3.48",".17","24.19","15.1","181","Consumer Discretionary","Leisure and Recreation Services","-2.67"
"Marriott International","MAR","3","89354.18","342.66","1561546",".65","-4.87","-8.59","58.27","-2.63","4.33","10.92","402.54","259.04","82","Consumer Discretionary","Hotels and Motels","9.62"
"Marathon Digital","MARA","3","5130.05","13.28","45707192","15.48","18.78","-5.35","40.66","30.38","38.2","-101.86","22.84","6.73","102","Finance","Financial - Miscellaneous Services","-429.71"
"Masco","MAS","3","13357.48","67.74","2214177","-2.41","-7.47","-15.85","37.81","-5.89","-3.4","11.94","82.77","58.6","168","Construction","Building Products - Miscellaneous","11.61"
"908 Devices","MASS","3","449.71","10.88","368942","11.82","-.37","23.5","96.34","82.71","-5.76","-27.88","11.1","5.09","95","Medical","Medical - Instruments","-56.96"
"Mattel","MAT","3","3736.96","13.08","3654300","-6.77","-11.74","-4.46",".33","-41.88","-.59","6.34","22.16","13.05","106","Consumer Discretionary","Toys - Games - Hobbies","7.79"
"Mativ Holdings, Inc.","MATV","2","672.43","12.2","541344","3.3","-.41","59.27","63.6","-11.48",".3","3.13","15.05","7.22","98","Basic Materials","Chemical - Specialty","4.5"
"Matthews International","MATW","4","617.4","19.78","1058225","-.65","-6.79","-25.67","NA","-33.24","-16.6","2.06","28.85","19.78","238","Consumer Staples","Funeral Services","-2.65"
"MediaAlpha","MAX","2","661.04","10.79","623055","-6.98","-15.7","-12.91","50.99","-26.54","28.78","7.94","14.27","7.17","156","Business Services","Technology Services","7.94"
"MasterBrand, Inc.","MBC","NA","1387.81","6.82","2665168","-3.94","-26.82","-32.21","3.71","-45.54","1.27","1.98","13.82","6.55","190","Consumer Discretionary","Furniture","-3.49"
"Mercedes-Benz Group AG","MBGYY","3","48183.7","12.51","486479","-7.26","-4.43","1.05","4.47","-37.23","-5.08","3.89","18.06","12.25","156","Auto-Tires-Trucks","Automotive - Foreign","3.89"
"MBIA","MBI","4","231.24","4.54","457225","-2.37","-7.54","-31.42","4.27","-44.1","90.48","-36.17","7.9","4.39","89","Finance","Insurance - Multi line","-154.26"
"Mobileye Global Inc.","MBLY","1","6711.39","7.99","3959253","-2.08","-7.52","-3.73","15.92","-32.53","14.51","18.45","15.54","6.56","102","Auto-Tires-Trucks","Automotive - Original Equipment","-201.49"
"Moelis & Company","MC","3","4739.98","60.56","758208","-3.43","-11.59","-3.74","34.81","-22.33","26.98","15.92","77.75","51.38","79","Finance","Financial - Investment Bank","14.5"
"McDonald's","MCD","3","175410.19","247.88","4709063","-3.73","-9.05","-7.22","NA","-28.5","3.72","32.33","341.06","247.88","175","Retail-Wholesale","Retail - Restaurants","31.72"
"Mechanics Bancorp","MCHB","3","3381.18","15.27","471806","-1.36","-5.51","-4.02","54.98","-7.98","188.86","32.76","17.17","12.95","72","Finance","Banks - Southeast","23.98"
"Microchip Technology","MCHP","3","40606.16","74.78","7821269","4.62",".77","-16.03","47.79","3.46","7.08","24.32","102.92","49.02","29","Computer and Technology","Semiconductor - Analog and Mixed","9.34"
"McKesson","MCK","3","103353.85","886.47","936955","-2.69","1.45","18.59","64.26","-4.73","12.36","1.22","995.69","690.13","106","Medical","Medical - Dental Supplies","1.12"
"Moody's","MCO","2","80922.5","467.22","667585","-2.24","-8.63","3.2","43.17","-19.37","8.89","36.01","539.61","412.23","102","Finance","Financial - Miscellaneous Services","34.25"
"Pediatrix Medical Group, Inc.","MD","3","2093.9","25.77","693494","-4.24","-3.12","4.37","86.02","6.21","-4.92","9.61","27.39","15.8","78","Medical","Medical Services","8.96"
"MongoDB","MDB","1","32810.6","407.3","1922808","6.54","1.14","20.44","73.62","-14.44","22.79","19.12","472.29","225.95","85","Computer and Technology","Internet - Software","2.12"
"Mondelez International","MDLZ","3","76795.45","60.17","7654676","-3.56","-7",".03","64.24","-1.45","5.75","9.28","64.99","51.51","210","Consumer Staples","Food - Miscellaneous","8.86"
"Medtronic","MDT","3","117360.91","91.75","8557929","-2.19","-1.24","13.37","56.96","-15.79","8.43","19.59","105.35","73.75","98","Medical","Medical - Products","13.93"
"MDU Resources Group","MDU","3","3799.34","18.56","1783215","-.85","-7.01","-13.47","36.81","-16.17","6.66","10.65","22.8","16.09","181","Utilities","Utility - Gas Distribution","10.75"
"MiMedx Group","MDXG","4","701.11","4.81","1071450","3.66","12.65","23.02","35.38","-37.36","19.99","8.13","7.96","3.09","165","Medical","Medical - Biomedical and Genetics","1.76"
"Mayville Engineering","MEC","3","435.29","17.07","479742","-5.64","-19.33","-54.53","18.05","-19.61","-6.04","-.16","37.54","12.56","156","Construction","Engineering - R and D Services","-2.95"
"Methode Electronics","MEI","2","477.64","13.4","775436","-1.62","-4.49","-31","58.11","77.92","-2.76","-3.63","19.42","5.05","11","Computer and Technology","Electronics - Connectors","-3.52"
"MercadoLibre","MELI","4","92292.01","1820.47","502988","-4.2","-6.54","8.16","28.38","-20.32","39.06","5.3","2510.97","1546.81","153","Retail-Wholesale","Internet - Commerce","5.3"
"Methanex","MEOH","3","4541.28","58.7","795022","-6.39","-.63","20.29","77.95","30.29","-3.52","7.43","65.72","33.88","153","Basic Materials","Chemical - Diversified ","2.07"
"MetLife","MET","3","62181.73","96.64","2792280","-1.14",".45","12.39","89.74","7.93","8.59","8.19","99.95","67.7","89","Finance","Insurance - Multi line","4.57"
"Meta Platforms","META","3","1888326.13","741.245","19772548","11.36","32.6","31.75","84.68","-1","22.17","33.3","780.25","525.72","85","Computer and Technology","Internet - Software","29.83"
"Ramaco Resources","METC","4","593.95","9.37","2138177","-8.94","-24.62","-26.1","1.03","-54.11","-19.46","-11.98","54.55","8.9","106","Oils-Energy","Coal","-11.98"
"MFA Financial","MFA","NA","854.19","8.45","1500491","-.12","-5.48","-14.39","4.43","-19.98","2.91","64.69","10.39","8.36","221","Finance","REIT and Equity Trust","19.38"
"Manulife Financial Corp","MFC","3","73969.34","44.58","1682276","2.37","4.11","9.59","98.65","8.33","12.17","13.81","44.77","30.67","175","Finance","Insurance - Life Insurance","9.99"
"Mizuho Financial Group","MFG","3","136971.05","11.09","2931580","-2.12","8.41","16","93.28","33.57","1.78","16.32","11.45","6.09","62","Finance","Banks - Foreign","17.15"
"MidCap Financial Investment Corporation","MFIC","3","746.3","9.06","455680","-.33","-6.79","-9.94","1.18","-30.18","6.33","45.97","12.4","9.02","102","Finance","Financial - Miscellaneous Services","-9.85"
"Mistras Group","MG","3","668.53","20.99","401804","7.48","9.9","15.14","100","46.29","-.77","4.65","20.99","9.39","47","Computer and Technology","Electronics - Miscellaneous Products","3.65"
"Magna International","MGA","3","16688","63.01","1136142","-2.9","-7.06","-2.75","65.98","4.22","-1.93","4.46","73.05","43.54","102","Auto-Tires-Trucks","Automotive - Original Equipment","1.8"
"MGM Resorts International","MGM","3","9744.19","38.73","2279224","-2.76","-11.35","-22.06","40.11","-6.43","1.72","4.38","50.69","30.72","156","Consumer Discretionary","Gaming","2.4"
"Magnite","MGNI","3","3630.06","25.31","2215743","6.17","7.43","32.51","95.86","37.49","6.85","20.07","25.92","11.2","85","Computer and Technology","Internet - Software","22.49"
"MacroGenics","MGNX","2","262.45","4.12","425182","-1.9","2.49","-15.23","79.04","125.61","-.31","-30.41","4.86","1.33","98","Medical","Medical - Products","-8.7"
"MeiraGTx","MGTX","3","1256.24","13.08","737120","1.55","-11.8","4.31","76.32","45.05","144.57","19.87","14.97","6.99","165","Medical","Medical - Biomedical and Genetics","19.87"
"Magnolia Oil & Gas Corp","MGY","1","5748.86","24.26","3729931","-12.17","-10.87","-5.71","27.16","-2.29","-.31","29.1","32.36","21.24","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","28.77"
"McGraw Hill, Inc.","MH","3","2536.75","13.26","439032",".15","-3.7","42.73","46.79","-29.15",".07","23.05","17.99","9.1","203","Consumer Discretionary","Schools","4.38"
"Mohawk Industries","MHK","3","7943.65","117.27","1000751","-9.39","-12.53","-1.26","50.12","-5.41","-.48","5.65","140.1","94.33","72","Consumer Discretionary","Textile - Home Furnishing","4.15"
"Miami International Holdings, Inc.","MIAX","2","3754.9","37.84","1571818","-9.41","-14.06","2.74","9.65","-24.83","19.65","38.84","56.84","35.81","156","Business Services","Technology Services","9.7"
"The Middleby","MIDD","5","5030.99","111.25","563378","1.39","-3.45","-35.7","7.53","-34.03","-17.39","12.6","179.2","105.72","85","Industrial Products","Manufacturing - General Industrial ","-13.22"
"Mirion Technologies","MIR","3","4036.9","16.21","3591379","5.4","10.42","-7.16","11.79","-38.98","7.5","12.72","29.75","14.4","156","Business Services","Technology Services","2.39"
"Mirum Pharmaceuticals","MIRM","3","5973.76","92","601364","-4.91","-4.88","-25.2","43.28","2.68","54.74","-12.31","128.57","64.1","165","Medical","Medical - Biomedical and Genetics","-139.18"
"Mitek Systems","MITK","1","773.4","17.14","608211","-4.25","-4","-12.51","73.89","43.23","4.42","29.71","20.14","8.65","1","Computer and Technology","Computer - Optical Imaging","11.39"
"TPG Mortgage Investment Trust Inc.","MITT","4","204.18","6.42","308828","-1.23","-4.61","-20.35","3.79","-33.57","17.59","64.08","9.21","6.31","221","Finance","REIT and Equity Trust","8.55"
"McCormick & Company","MKC","4","13144.15","48.89","2978245","-2.98","-13.01","-6.09","12.63","-36.72","1.73","11.55","71.65","45.6","210","Consumer Staples","Food - Miscellaneous","21.91"
"MKS Inc.","MKSI","2","17372.3","256.92","1236865","7.38","-4.51","-38.24","41.93","41.74","9.62","15.8","444.8","121.26","47","Computer and Technology","Electronics - Miscellaneous Products","10.15"
"MarketAxess","MKTX","3","5751.93","163.44","856085",".21",".6","48.68","64.3","-20.5","3.57","32","193.61","109.09","79","Finance","Financial - Investment Bank","35.22"
"Melco Resorts & Entertainment Limited","MLCO","3","1794.75","4.72","1712373","-1.87","-13.55","-12.27","3.03","-45.03","11.32","4.65","9.84","4.56","156","Consumer Discretionary","Gaming","4.5"
"Mueller Industries","MLI","NA","13255.4","59.93","1757855","-.12","-5.55","-2.42","52.2","-7.95","10.87","18.28","70.42","48.48","227","Industrial Products","Metal Products - Procurement and Fabrication","18.25"
"MillerKnoll","MLKN","4","1396.66","20.32","616331","-4.42","-12.26","-.68","60.7","-2","4.68","3.35","24.49","13.88","190","Consumer Discretionary","Furniture","2.38"
"Martin Marietta Materials","MLM","3","30013.1","499.67","745359","-.25","-6.27","-14.03","4.15","-29.25","-5.91","15.11","708.11","490.64","225","Construction","Building Products - Concrete and Aggregates","36.73"
"3M","MMM","3","85078.73","164.97","2692390","1.82","-7.84","1.56","55.82","-9.16","1.52","18.35","183.78","141.2","39","Conglomerates","Diversified Operations","11.9"
"Maximus","MMS","5","2930.46","55.97","593162","-5.7","-3.9","2.77","4.89","-42.84","2.36","8.1","98.93","53.76","210","Business Services","Government Services","7.07"
"Merit Medical Systems","MMSI","2","5104.64","85.49","567832","-1.76","-5.31","21.97","76.61","-14.49","11.75","15.54","93.18","60.31","106","Medical","Medical - Dental Supplies","9.22"
"MakeMyTrip Limited","MMYT","3","4511.99","47.97","646392","-5.1","-20.49","-10.99","17.8","-48.5","6.71","16.33","101.86","36.3","106","Computer and Technology","Internet - Delivery Services","3.23"
"monday.com","MNDY","1","4500.11","87.96","1151525","-8.48","-6.67","19.51","18.18","-47.45","26.75","17.45","219.15","58.81","85","Computer and Technology","Internet - Software","8.87"
"MannKind","MNKD","4","1125.41","3.5","2971092","-6.67","-14.01","-17.45","31.04","-45.58","22.23","-11.08","6.21","2.28","165","Medical","Medical - Biomedical and Genetics","-11.08"
"Mach Natural Resources LP","MNR","3","1831.42","10.97","1188169","-12.17","-13.21","-12.52","4.14","-12.4","21.22","22.7","14.91","10.8","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","7.44"
"Monro Muffler Brake","MNRO","5","403.31","12.9","1005766",".31",".31","-23.94","13","-43.25","-3.19",".41","23.81","11.27","190","Consumer Discretionary","Consumer Services - Miscellaneous",".71"
"MINISO Group Holding Limited","MNSO","3","2728.56","8.99","1035806","-.88","-19.08","-24.83","2.37","-57.73","31.71","11.39","25.05","8.6","101","Retail-Wholesale","Retail - Apparel and Shoes","5.32"
"Monster Beverage","MNST","3","86198.28","44","8940038","-.45","-10.06","-9.87","66.8","1.19","10.7","24.06","49.97","31.99","201","Consumer Staples","Beverages - Soft drinks","23.08"
"Montauk Renewables","MNTK","1","331.65","2.33","371807","5.19","25.27","49.36","79.61","23",".37","3.4","2.64","1.12","92","Oils-Energy","Alternative Energy - Other","3.4"
"MNTN Inc.","MNTN","3","703.1","11.36","763778","-5.02","-12.14","25.8","28.48","-16.12","28.6","18.43","20.35","7.78","156","Business Services","Technology Services","18"
"Altria Group","MO","3","114427.55","68.53","7778710","-2.95",".09","-7.45","68.37","4.78","-3.08","45.6","74.92","54.72","237","Consumer Staples","Tobacco","33.99"
"Modine Manufacturing","MOD","3","10496.13","197.62","1159682","8.48","4.91","-22.91","41.63","30.5","23.13","8.73","306.89","119.68","102","Auto-Tires-Trucks","Automotive - Original Equipment","4.28"
"Molina Healthcare","MOH","3","10325.16","197.8","571683","-7.6","-.35","-13.83","62.51",".49","11.75",".35","242.88","122.65","32","Medical","Medical - HMOs","-.02"
"Momo","MOMO","NA","536.75","4.99","902679","1.22","-12.3","-14.26","4","-32.84","2.44","12.74","7.63","4.88","85","Computer and Technology","Internet - Software","11.02"
"The Mosaic Company","MOS","4","7651.75","24.07","7817213","-3.91",".29","7.26","26.38","-11.91","8.36","3.75","35.93","19.82","210","Basic Materials","Fertilizers","-5.21"
"Corvex, Inc.","MOVE","3","356.23","11.29","584745","2.73","31.43","-45.03","33.11","19.78","-57.26","-624.33","24.46","4.77","156","Business Services","Technology Services","-624.33"
"MP Materials","MP","5","8905.08","50","4835851","-1.34","-12.92","-8.66","19.65","-12.75","10.1","1.64","98.65","38.1","184","Basic Materials","Mining - Miscellaneous","-19.85"
"Marathon Petroleum","MPC","1","117469.47","402.38","2836427","1.5","10.99","55.23","91.42","118.13","-3.7","4.97","424.89","162.63","20","Oils-Energy","Oil and Gas - Refining and Marketing","5.48"
"MPLX LP","MPLX","3","59908.88","59.09","1185804",".34","1.08","5.1","88.83","-2.39","8.92","35.75","60.51","47.8","106","Oils-Energy","Oil and Gas - Production and Pipelines","35.75"
"Medical Properties Trust","MPT","4","2179.78","3.65","10232767","1.96","-11.41","-21","9.89","-35.64","-2.36","-2.96","6.02","3.39","156","Finance","REIT and Equity Trust - Other","-2.96"
"Monolithic Power Systems","MPWR","2","62789.03","1277.6801","635166","11.76","-.57","-2.67","50.51","24.28","26.43","31.58","1689.89","856.96","29","Computer and Technology","Semiconductor - Analog and Mixed","24.41"
"Marqeta","MQ","1","1622.9","15.59","636619","-5.97","-4.41","-6.76","6.71","-27.66","23.25","1.53","23.24","15.04","184","Business Services","Financial Transaction Services","1.53"
"Murata Manufacturing","MRAAY","2","93096.58","25.46","698271","10.65","15.73","-27.05","56.4","117.92","6.24","13.86","38.27","8.89","59","Industrial Products","Manufacturing - Electronics","13.86"
"EVERSPIN TECH","MRAM","NA","418.09","17.17","855557","16.57","6.38","-23.79","26.49","63.12","9.52","15.25","44.01","7.5","156","Business Services","Technology Services","-4.22"
"Mercury Systems","MRCY","3","5212.97","85.65","686839","5.7","-4.4","-22.29","32.5","3.42","7.85","6.52","126.21","66.12","43","Aerospace","Aerospace - Defense Equipment","-3.02"
"Merck & Co.","MRK","3","368842.16","149.5","9460728","3.21","-.77","15.55","91.19","25.22","1.31","12.09","156.45","77.6","106","Medical","Large Cap Pharmaceuticals","4.77"
"Moderna","MRNA","3","69043.86","172.94","17107750","17.9","24.52","148.12","99.05","417.01","-39.93","-102.07","174.38","22.36","165","Medical","Medical - Biomedical and Genetics","-141.43"
"Marsh","MRSH","3","82423.93","172.72","2424645","-4.27","-11.28","3.61","30.99","-17.92","10.32","17.8","207.02","157.32","106","Business Services","Business - Services","14.24"
"Marten Transport","MRTN","3","1079.57","13.22","651306","-5.5","-9.88","-24.67","42.95","2.42","-8.31","1.47","18.28","9.41","50","Transportation","Transportation - Truck","1.47"
